,sentence_id,words,labels
13304,21545,kikin,adj.
2176,10383,turupa,s
11711,19952,ch'uñutaq,s
14392,22633,puriysimunku.,v
6116,14357,ninku.,v
3374,11593,kachkan.,v
11118,19359,raqaykunataqa,s
4360,12583,punchaw,s
14824,23065,Kutasqa,adj.
14758,22999,Q'upataqa,s
12303,20544,runaqa,s
8273,16514,kinraypi,s
11768,20009,chayqa,conj.
8503,16744,awasqaqa,adj.
1969,10176,¡Malliykuy,v
2885,11101,"sachantapas,",s
5262,13494,Inkakunataqa,s
2736,10951,Wasipa,s
12381,20622,kusikuy,s
41,28929,payllamanta,pron.
992,9186,hallmanchik.,v
10940,19181,huk,det.
10137,18378,Pedro,s
8515,16756,kutipun;,v
10438,18679,suwa»,adj.
14297,22538,wayk'uta,s
2397,10606,Saqiwasqaykitaqa,s
582,8776,lliklla,s
7058,15299,Hak'utaqa,s
2146,10353,uhupaq.,s
5704,13945,aypasaq.,v
771,8965,Chisiyaytam,s
5196,13428,llimp'iyuq,s
12251,20492,ñukñuqa,s
5746,13987,llaqtata,s
6746,14987,chinkachimusqa.,v
11445,19686,simp'ana.,v
4410,12633,Quwi,s
8826,17067,Papa,s
14030,22271,mukukunqa,s
3833,12055,yanukunankupaq.,v
5344,13580,kaymanta!,adj.
11700,19941,chiriptinqa,v
9340,17581,"kikinmi,",s
14046,22287,Mamansi,s
5136,13366,allachuta,s
8518,16759,k'amikuyqa,v
13614,21855,hayaq,adj.
2848,11064,qaparin.,v
5319,13551,Manuel,s
7908,16149,Kay,det.
4566,12789,wayanay,s
13100,21341,tarpuqku.,v
11953,20194,nispa.,v
12594,20835,wasikunata,s
3440,11660,tantata,s
2787,11003,"upan,",v
11623,19864,wawakunapa,s
10971,19212,pananchiktapas,s
11688,19929,chiriptinqa,v
12369,20610,tusunku.,v
10075,18316,yuyaychananchik.,v
11856,20097,huch'uy,adj.
6358,14599,rinchik.,v
3145,11361,Piru,s
15092,23333,misiykuqa,s
9553,17794,kunan,s
738,8932,Chiqam,s
12420,20661,p'uchquyarqunmi.,v
7450,15691,sirk'aqa,s
7340,15581,Wawata,s
15303,23544,K'ana,s
5193,13425,ninchik.,interj.
5942,14183,ña,adv.
9006,17247,kawsarimullantaq.,v
10126,18367,yawarta,s
15297,23538,munay,adj.
4819,13043,rupan.,v
9957,18198,ñawin,s
3730,11951,uywapa,s
11990,20231,sutiyuq.,s
14801,23042,anchata,adj.
12821,21062,papaqa,s
8105,16346,chakrakunata,s
9469,17710,Kiwicha,s
14733,22974,Saraqa,s
5720,13961,unuqa,s
2153,10360,kañasqay,s
5921,14162,lichinkuta,s
10882,19123,Wawa,s
10689,18930,q'aymapas,adj.
5814,14055,paqarintaq,adv.
4981,13207,purikuq,adj.
14111,22352,yarqayninpaq,adj.
12124,20365,Papapa,s
8767,17008,"nispa,",v
6028,14269,unumanta,s
1638,9843,wañuchinam.,v
9146,17387,santus,s
14105,22346,sunqullanta,adj.
3439,11659,Kunanmi,adv.
4502,12725,Ilaqtakunapi,s
8441,16682,matiku,s
9362,17603,Paray,s
8012,16253,illapaqa,s
12906,21147,mikhuyta,s
3988,12211,wasiman,s
4575,12798,yachay,s
4424,12647,wañun.,v
9754,15176,chunkapunim.,pron.
13081,21322,yapamanta,adv.
8535,16776,k'ullu,s
14787,23028,yamt'aqa,s
4795,13019,timpuchina,v
14603,22844,"churakurqani,",v
14915,23156,kawan.,v
93,8279,akatanqahina,s
11251,19492,q'uñirichipuway.,v
7678,15919,Runanqa,s
444,8636,runakunaqa,s
7711,15952,qayllapipas.,s
2800,11016,ayllu,s
3721,11942,sumaq,adj.
1902,10108,Kuchinchik,s
13167,21408,Mana,adv.
11005,19246,"Punupiqa,",s
3790,12012,Iluqi,s
9786,18027,hanaqman,s
2325,10534,Warmaqa,s
2154,10361,mismichkan.,v
4282,12505,qaran,s
7796,16037,"kimsa,",s
135,8321,Alliq,adj.
11564,19805,qallarinku.,v
13693,21934,hap'ichiqku.,v
4341,12564,lluqlla,s
2148,10355,miskiyuqta,s
13346,21587,Wawa,s
13829,22070,k'antin.,v
7721,15962,"akanpas,",s
1458,9663,Ñanllayta,s
6204,14445,kallanpunim;,v
9904,18145,puriykachakun.,v
10673,18914,makinqa,s
8070,16311,kay,det.
6014,14255,kintalninpi,s
12977,21218,ch'aqlachikuwaq!,v
9422,17663,kutananpaq.,v
11456,19697,Wawaykiwan,s
4385,12608,muqunta,s
4520,12743,intita,s
9825,18066,qaqalla,s
14076,22317,wira,adj.
11766,20007,phawachkasqas,v
7140,15381,piturispa,v
2643,10858,llamkasqaymanta,s
4687,12910,Ima,pron.interrog.
3713,11934,Humintanapaq,v
6111,14352,mankachaman,s
10887,19128,mankataqa,s
5818,14059,ch'uñu,s
954,9148,qaraykuwan.,v
3447,11667,rurunqa,s
6304,14545,Runaqa,s
7694,15935,yuyayllawan,s
1958,10164,ruraspa,v
11557,19798,tarpuyta,v
11266,19507,qhuña,s
1262,9459,richkan.,v
3645,11865,Suchuyarqunmi,adj.
7010,15251,kutarquy.,v
9631,17872,aysamusunchik.,v
7051,15292,Hak'aklluqa,s
2046,10253,wasiypi,s
12869,21110,p'unchawmi,s
9726,17967,Ñawpaqqa,adv.
3593,11813,Siqipi,s
3831,12053,Taqyata,s
745,8939,masinchiktaqa,s
1455,9660,chupiqa,s
6464,14705,chanrarayuq,s
1115,9309,pukllanankupaq.,v
1037,9231,Hanaq,adv. lugar
14827,23068,lastiku,s
9755,17996,qhipa,adj.
15177,23418,marun.,v
11764,20005,rimanchik.,v
10929,19170,«maranpa,s
4725,12948,wirpayuq,s
3694,11915,Warmakunaqa,s
2056,10263,ukuchamantas,s
3129,11345,rikunanchikpaq.,v
1207,9404,qawasqaku.,v
5416,13652,kuraq,adj.
11966,20207,ñanqa,s
2782,10998,chinkarqunaypaq.,v
5446,13682,yuraqpas,adj.
4510,12733,wasichachkanku.,v
12582,20823,Pachas,s
1219,9416,ipawanku.,v
13431,21672,phiwi,adj.
1625,9830,yurisqanmantapunim,v
14579,22820,huk,adj.
15439,23680,qhunapi,adj.
100,8286,wasi,s
5316,13548,ancha,adj.
15215,23456,"wik'uñantin,",s
9653,17894,khuchiman,s
10849,19090,p'anaspas,v
11558,19799,qallarinku.,v
3246,11464,quqawta,s
8498,16739,awasqaqa,adj.
13292,21533,phatanankama.,adj.
5910,14151,Kawallu,s
15390,23631,Qhilli,adj.
11113,19354,papataqa,s
11871,20112,muyunayan.,v
12839,21080,wasa,s
1396,9600,kachkani.,v
12099,20340,wasinmanta,s
835,9029,Umayki,s
9811,18052,kututuqa,s
14493,22734,arkupi,adj.
112,8298,mikuna.,v
10172,18413,Allquqa,s
981,9175,Hakilu,adj.
8674,16915,mayukama,s
2094,10301,miIlakurqunñam.,v
2737,10952,punkun,s
10494,18735,Tawa,s
10515,18756,Musuq,adj.
7941,16182,k'umuchisqa,adj.
13018,21259,Para,s
13214,21455,phalika,s
1055,9249,hapiy.,v
13296,21537,huq'ulluta,s
11231,19472,yamt'atataq,s
2624,10839,piñakun.,v
7924,16165,huq'ulluta,s
10352,18593,wiksapi,s
15358,23599,qhichwa,s
11724,19965,tunta,s
9299,17540,papamantaqa,s
6596,14837,hawaswanmi,s
9662,17903,allin.,adj.
13146,21387,"kanman,",v
5871,14112,kamchayuqta,s
12850,21091,tullunchikkunatataq,s
11042,19283,Masiykunaqa,s
2246,10455,kachkan.,v
9720,17961,huqarimuy!,v
7715,15956,chukchanta,s
4034,12257,wichikaykamuptinqa,v
11861,20102,"muyuta,",s
12683,20924,qhatata,s
14540,22781,ninchik.,v
14920,23161,sapa,adj.
3179,11395,QiwIlaqa,s
4543,12766,watuchinku.,v
11164,19405,Agosto,s
6475,14716,Mamanikunapa,s
8872,17113,ñuñunta,s
12257,20498,mancharichiwaptinchikqa,v
8359,16600,allqumanmi,s
12781,21022,Wililli,s
4361,12584,michiqkunaman,s
3634,11854,machkata,s
12700,20941,Huk,adj.
5503,13740,wiñay,s
8835,17076,llanthullapi,s
8450,16691,matiku,s
4522,12745,Asnuta,s
13539,21780,sapa,adj.
1581,9786,challwanapaq,v
8165,16406,lawa).,s
10697,18938,kanman.,v
5621,13862,Sinchita,adv.
14874,23115,"qhunanchik,",v
1891,10096,awqachiwan.,v
11327,19568,millwayuq,s
11838,20079,muyapiqa,s
7864,16105,ari,adv.
234,8422,Anta,s
8036,16277,allwisqa,adj.
727,8921,sumaqtam,adv.
12771,21012,kasqa.,v
8936,17177,p'unchawpim,s
15485,23726,Chay,adj.
12349,20590,«rinku»,v
10011,18252,aruwata,s
8243,16484,sunkham,s
1685,9890,kutimuy!,v
11051,19292,p'istunayuqmi,s
12617,20858,punchunwan,s
244,8432,Allqum,s
6886,15127,chullunmi.,v
432,8624,atuq,s
10641,16699,Chayhinaqa,pron.
8220,16461,wasipi,s
831,9025,Umayki,s
2939,11155,Wiksa,s
14367,22608,chay,adj.
10310,18551,"pukawan,",s
4913,13137,Ilaqtakunapi.,s
7462,15703,t'uqyarqun.,v
4212,12435,huñunasqam,v
3556,11776,lskaynin,num
3370,11589,mama,s
12048,20289,nispa.,v
13288,21529,wayk'urqunchik.,v
11986,20227,Berthachapa,s
10354,18595,Lliqti,s
1539,9744,Awilaymi,s
7657,15898,hillp'uykuy.,v
3508,11728,puqurquspanqa.,adj.
2059,10266,Maswa,s
3106,11322,allpakunapim,s
14994,23235,utqaylla,adj.
7005,15246,yasqanchu.,v
11690,19931,Wayita,s
2751,10966,pampapi,s
4579,12802,runakunaqa,s
7562,15803,wañuptinchiksi,v
2000,10207,manukuykuni.,v
12087,20328,sach'apa,s
4775,12999,imatam,s
10271,18512,pichachina.,v
8900,17141,mana,adv.
8790,17031,kamaq,v
8487,16728,mana,adv.
11719,19960,sutiyuq.,s
360,8551,sumaqta,adv.
12894,21135,chukcha,s
494,8688,yakuta,s
13541,21782,"pichananchik,",v
5205,13437,Allqamariqa,s
904,9098,ruranku.,v
5761,14002,ruphaypipas,s
11287,19528,Qilla,adj.
1692,9897,maqanakunanpaq,v
5414,13650,Kay,det.
5423,13659,chayraykutaq,loc.
13041,21282,rikch'akuq,adj.
12604,20845,wakata,s
14542,22783,llaqtakunamanta,s
9407,17648,makinkunapi,s
14436,22677,sinqanchikman,adv.
2493,10707,paqu,adj.
814,9008,risqanpim,s
3017,11233,llumpayta,adj.
6003,14244,kanku.,v
1971,10178,apita!,s
3346,11565,¿Kunkaykichu,s
10521,18762,pirqataqa,s
12884,21125,paqarisqa,v
5323,13555,sunquyuqpuni.,adj.
5689,13930,mañaykuway.,v
5855,14096,millayta,adv.
7642,15883,wawaykiri?,s
13713,21954,p'unchawkunapiqa,s
11233,19474,Uwihata,s
315,8505,Tunas,s
10573,18814,ch'iritawan,s
3722,11943,puruyuqmi.,s
7499,15740,tukuspapas,v
12668,20909,wayq'ukunapipas,s
11973,20214,Santo,adj.
9611,17852,Qusqupi,s
1667,9872,kuti,s
5226,13458,awanay,v
4149,12372,punchawmi,s
4328,12551,mayuqa,s
10557,18798,muhuntas,s
11755,19996,unquywan,s
2521,10736,achkam,adj.
5007,13233,chay,adj.
1038,9232,pachapim,s
7667,15908,llamatas,s
3445,11665,kanchu.,v
9709,17950,ruranchik.,v
12110,20351,ñatuna;,v
10760,19001,"Juan,",s
3405,11624,wañunmanmi.,v
8887,17128,pachapi,s
4974,13200,sipaskunapas,s
11946,20187,"rinchu,",v
11772,20013,musuq,adj.
3804,12026,rantimuy!,v
1896,10101,allin,adj.
10978,19219,chaniyuqmi.,s
8008,16249,qunqayllamanta,adv.
1571,9776,apan.,v
3368,11587,Yachachiqwan,s
10996,19237,iskay,det.
15355,23596,P'isaq,s
7398,15639,"mayllanapaq,",v
9004,17245,pisi,adj.
7261,15502,huk,det.
6387,14628,chakuq,v
2608,10823,pintumusun.,v
7846,16087,manam,adv.
14082,22323,yuyayniyuqta,adj.
9767,18008,kutipakuyqa,s
8997,17238,añastaqa,s
8194,16435,mayllarquspalla,v
3151,11367,Martín,s
4509,12732,Ichuwan,s
626,8820,taytay,s
2434,10646,Paqarinmi,s
12800,21041,Uhu,s
3189,11405,Hatun,adj.
12446,20687,hap'inapaqqa,v
9492,17733,Wawakunaqa,s
226,8414,nanawachkan.,v
1298,9495,Warmata,s
11131,19372,chay,det.
15011,23252,misk'i,adj.
11365,19606,q'aytutaq,s
7338,15579,urayta,s
8708,16949,mikhunku.,v
1548,9753,papata,s
8195,16436,hak'upi,s
12687,20928,hatun,adj.
1722,9927,warayuqmi,s
6086,14327,umanchiktapas,s
3755,11976,apamuy!,v
10108,15705,tawata,pron.
11694,19935,q'aytupa,s
3818,12040,Taqi,s
8444,16685,K'irisqa,adj.
9639,17880,iskay,det.
12934,21175,mikhuyta,s
12368,20609,p'achantin,s
4544,12767,Hatun,adj.
1426,9630,qaytutam,s
11447,19688,machunchikkunaqa,s
412,8604,munan.,v
4557,12780,Waya,adj.
2907,11123,Qaraywaqa,s
11264,19505,hamuq,s
10147,18388,kurkukunata,s
12060,20301,tarpusqa,v
993,9187,Wakapa,s
6331,14572,masa,s
14653,22894,chaypi,adv.
12629,20870,pallarqamuy.,v
12936,21177,llullu,adj.
7414,15655,hawch'atapas,s
7116,15357,yawar,s
9692,17933,mana,adv.
7684,15925,rutuchkasqa…,v
9821,18062,wayra,s
14222,22463,patapi,adv.
7423,15664,Waqaychasqa,adj.
12918,21159,allin,adv.
1447,9652,kay.,v
14190,22431,Huch'uy,adj.
12965,21206,hap'ispa,adv.
14189,22430,puñun.,v
358,8549,Amawtanchikqa,s
6619,14860,Siwara,s
13600,21841,allinchu.,adj.
15034,23275,imallawanpas,adv.
5427,13663,apiqa,s
14228,22469,puquykuchkan;,v
14571,22812,atiy,v
5775,14016,ch'allarikuyku.,v
13801,22042,chakiyuq,s
10001,18242,kimsa,det.
14426,22667,Quwi,s
12495,20736,chiriyaspa,v
10331,18572,llamk'ayninpi,s
1252,9449,Ilusirqusun.,v
2029,10236,maqchirqamuy!,v
10149,18390,munay,adj.
1420,9624,kawalluyman,s
14404,22645,llaqtakunapi,s
5847,14088,ch'aquyuqtam,s
7603,15844,¡Añañáw!,interj.
14252,22493,ruruntaqa,s
10315,18556,Kimsa,det.
1044,9238,quyllurkuna,s
1211,9408,bachata,s
9835,18076,"phawan,",v
3656,11876,kichana.,v
12413,20654,Pisi,adv.
11483,19724,allay,v
7631,15872,hatun,adj.
9798,18039,paraspa,v
4087,12310,Ulluku,s
618,8812,chapuy.,v
2488,10702,Paqu,s
11391,19632,mink'akuq,v
1732,9937,masiy,s
15175,23416,wanunpas,s
6894,15135,apiyan.,v
7380,15621,kayman,adv.
3934,12157,purichkanku.,v
10334,18575,kukata,s
15292,23533,Junio,s
1428,9632,Huk,det.
847,9041,kay,det.
11925,20166,huk'uchawanpas,s
1568,9773,llaqllarqukusqa.,v
14508,22749,llaqtapi,s
14573,22814,q'isanta,s
3311,11529,rantimunki.,v
479,8673,chinkachunchu.,v
5064,13291,ruqututahina,s
6683,14924,Sinchita,adv.
2071,10278,rumiwan,s
9914,18155,Layqa,s
7818,16059,tarirqunpuni.,v
4197,12420,Chunyaq,adj.
953,9147,chupitam,s
6488,14729,mikhuykunata,s
8166,16407,Punu,s
533,8727,chakmasun.,v
126,8312,Markuscha.,s
4074,12297,"sunipipas,",s
7402,15643,armanapaqpas.,v
6663,14904,mayu,s
11993,20234,llaqtapi,s
7586,15827,manaraq,adv.
5564,13804,"runa,",s
423,8615,rirqani.,v
7424,15665,hawch'ataqa,s
8666,16907,kaptinqa,v
12711,20952,nin.,v
11914,20155,Llamataqa,s
5683,13924,ayllumanta.,s
7184,15425,Kay,det.
3217,11433,mina,s
14117,22358,yurakunalla,s
5159,13390,chayraykum,adv.
3164,11380,qistanpim,s
15401,23642,allin,adv.
9044,17285,llakipim,s
3604,11824,Allpapim,s
7966,16207,kaqtaq,v
3479,11699,sachallam.,s
6570,14811,Chhachu,adj.
3307,11525,kan.,v
397,8589,Asnu,s
3471,11691,pachanchikqa,s
6959,15200,chuqlluqa,s
11756,19997,kaspaqa,v
8293,16534,mamanpas,s
10986,19227,iskay,det.
13983,22224,pukúy»,s
14214,22455,ña,adv.
4229,12452,yawriman.,s
12261,20502,chaytaqsi,conj.
216,8404,Suwa,adj.
1985,10192,manchakuni.,v
12133,20374,hunt'achinchik.,v
3111,11327,qipaman,adv.
1850,10055,Puka,adj.
14651,22892,q'isata,s
5755,13996,riy.,v
5664,13905,Ayataqa,s
7795,16036,"iskay,",s
1340,9539,kachkanku.,v
7161,15402,Manam,adv.
10601,18842,Sinchi,adv.
10479,18720,lluq'iniqpim,s
13668,21909,pinchita,s
14114,22355,Puna,s
1668,9873,niptinqa,v
11482,19723,Papa,s
15278,18562,ima,pron.
258,8448,chayaspanku,v
14952,23193,patapi,adv.
5278,13510,llaqtapiqa,s
1695,9900,kuchilluta,s
4315,12538,hapinku.,v
4506,12729,Ayllu,s
8642,16883,pachapi,s
6824,15065,Runapa,s
2955,11171,imayna,adv. interr
3876,12098,Champata,s
3028,11244,qíchuptinchikqa,v
7977,16218,huywinchikpas,v
6063,14304,kasqaku;,v
206,8393,Kiru,s
4019,12242,tutaqa,s
3774,11995,Wantam.,s
7720,15961,hisp'anpas,v
13546,21787,qatiwasunmanmi.,v
12442,20683,watananpaq,v
4329,12552,runa,s
11584,19825,muk'uspa,v
9040,17281,kawsasqayqa,s
5912,14153,ch'awar,s
13198,21439,manam,adv.
15073,23314,ancha,adj.
10724,18965,mama,s
4170,12393,uyayuqmi,s
1928,10134,Rupaywan,s
15089,23330,ñawinta,s
5599,13840,Phawaspaqa,v
14985,23226,wisllawan,s
1360,9563,suwa,adj.
10891,19132,kaqtaq,conj.
3907,12129,tiqtichkan.,v
7626,15867,"hich'aykuy,",v
9910,18151,wayk'unku.,v
2258,10467,waska,s
813,9007,Yunka,s
2168,10375,mikurqachinku.,v
13038,21279,llaqtapa,s
3103,11319,qintiqa,s
608,8802,rantikunapaq.,v
1097,9291,allin.,adj.
12519,20760,kay,adj.
9011,17252,manam,adv.
3487,11707,ruranku.,v
4936,13161,Warma,s
2335,10544,papata,s
223,8411,anku,adj.
510,8704,chakatakurquspa,v
5798,14039,Awsan,adv.
5776,14017,Ima,pron.interrog.
2730,10945,saraqa,s
3550,11770,saywakuna.,s
3558,11778,sikipim,s
15127,23368,qhapaqyanku,v
13951,22192,kuchunku,v
6835,15076,yaykuq,v
7517,15758,Chay,det.
14529,22770,kaptinpas,v
12244,20485,runakuna,s
939,9133,quruykuna,v
9153,17394,Puna,s
12542,20783,pachantin.,s
7960,16201,killapim,s
9378,17619,"kanku,",v
10264,18505,chinkachikuq,adj.
11802,20043,¿Pitaq,pron.interrog.
12861,21102,suquspa,adj.
4949,13174,millwata,s
12755,20996,qillqanchik;,v
13615,21856,simiyuq,s
2331,10540,Runapa,s
9602,17843,aychanpas,s
4270,12493,Uwihapa,s
12968,21209,"puñun,",v
11639,19880,nina,s
6092,14333,rinrinchiktapas,s
10378,18619,hawa,s
11715,19956,papamanta,s
5553,13793,manam,adv.
9939,18180,wasinchikman,s
1680,9885,maqasqa,adj.
12849,21090,wasa,s
13425,21666,mikhuyta,s
1405,9609,mincha,adv.
15259,23500,kaqtaq,adv.
7327,15568,wachu,adj.
14971,23212,pukllasqankumanta,v
10898,19139,tusunku.,v
294,8484,punchawmi,s
8303,16544,q'uñichiwanchiktaq.,v
6575,14816,runaqa,s
10069,18310,Tayta,s
12810,21051,qhinipas,adj.
11758,19999,rikch'akuchkaspa,v
12922,21163,chukcha,s
138,8324,lliw,adj.
7391,15632,t'ikanqa,s
3452,11672,unquywan.,s
6638,14879,chhulli,s
8941,17182,urallapi.,s
2560,10775,patita,s
12580,20821,anqas,adj.
12817,21058,q'uñi,adj.
72,8258,ruran.,v
1282,9479,puñunata,s
7825,16066,manam,adv.
12998,21239,hamp'atuta,s
1601,9806,kumuchisunkimanchu!,v
12282,20523,"ñuñullayuq,",s
14803,23044,q'utu,s
10582,18823,«Turu,s
6960,15201,chunka,det.
3343,11562,Nina,s
10514,18755,llusirquna.,v
2981,11197,Chakrapa,s
14457,22698,tasata,s
4259,12482,yakuta,s
14958,23199,chaymantaña,adv.
6661,14902,qasan;,v
5508,13745,Aqu,s
6089,14330,hark'awanchik.,v
15236,23477,"paquchantin,",s
5802,14043,Allpa,s
649,8843,Ilusiy.,v
6503,14744,anchata,adv.
3076,11292,pichqayuq.,num
913,9107,waqachkan.,v
10985,19226,"Punupiqa,",s
164,8350,Alwirhas,s
6396,14637,Titiqaqa,s
6079,14320,Mana,adv.
12569,20810,tiyan.,v
10930,19171,uñan»,s
4204,12427,Sara,s
1288,9485,qiyata,s
8780,17021,Constitución,s
10456,18697,chanin,s
14487,22728,arkupi,adj.
8092,16333,watanataqa,s
3333,11551,sumaqmi.,adj.
2823,11039,qallunqa,s
3173,11389,quwi,s
6800,15041,waqaychayta,s
3400,11619,rukananman,s
9892,18133,"mat'inkutapas,",s
4706,12929,sunqunpipas,s
484,8678,Yachay,v
5086,13313,Chakrakuna,s
13054,21295,paruyaptinqa,adj.
10999,19240,huk,det.
7137,15378,"kutarquspa,",v
13648,21889,p'ampanaman,s
4929,13153,allin,adj.
2130,10337,mirarqusqa.,v
7860,16101,yupay,v
6942,15183,chupanmantam,s
14666,22907,q'isana,s
14394,22635,kallanpuni,v
862,9056,uywakuna,s
1603,9808,qillqa,s
2349,10558,watayuqñam,s
5787,14028,manaraq,adv.
5163,13394,Allpaqa,s
6722,14963,chillpana.,v
14639,22880,kawalluqa,s
12991,21232,Paqukunaqa,s
12376,20617,k'achay,v
8655,16896,mikhuspa,v
10429,18670,rimayqa,s
11859,20100,Huk,det.
9151,17392,risasqaykimanta,v
5615,13856,yukakuqmi.,v
10648,18889,"José,",s
5377,13613,mikhuna.,v
11188,19429,mayu,s
11922,20163,mankachapi,s
6233,14474,qunchuyuq,adj.
9131,17372,uywaypas,s
7316,15557,kinuwamanta,s
3356,11575,"rikchapakun,",v
7651,15892,unullatapas,s
15065,23306,Ica,s
13976,22217,pukus,s
11799,20040,chay,det.
7458,15699,Ancha,adv.
4417,12640,mikuyninta,s
12994,21235,allintapas,adv.
11529,19770,Lichi,s
2194,10401,Awilaypa,s
2336,10545,yanurqusun.,v
12507,20748,phuyuman,s
14833,23074,hamk'anapaqpas,s
12362,20603,sapa,det.
11770,20011,allinmi.,adj.
12490,20731,aqhatapas,s
5744,13985,Llamata,s
6043,9373,Payqa,pron.
15029,23270,ichaqa,adv.
11982,17910,chayqa,pron.
2586,10801,Waytan,s
217,8405,ankam,s
5750,13991,llaqtata,s
4594,12817,wayqutam,s
9085,17326,kapun.,v
14242,22483,kuskayuq,adj.
5152,13382,mikhusunchikmi.,v
3059,11275,"allinchu,",adj.
13925,22166,qayllallapi,adv.
4271,12494,aychanqa,s
3292,11510,rikurimun.,v
5926,14167,"t'impurqachinku,",v
10964,19205,chaninta,adv.
5081,13308,tarpunapaqmi,v
3948,12171,turiyta,s
5284,13516,¿Maytaq,pron.interrog.
3764,11985,pusunta,s
12860,21101,tullunchikkunatataq,s
7016,15257,q'uñillañam.,adv.
13625,21866,runakuna,s
9326,17567,waraqupa,s
3537,11757,Imaymana,adj.
1903,10109,Iluptirqusqa.,v
5497,13734,riqsinkuchu.,v
11121,19362,nispa,v
6278,14519,isku,s
8062,16303,Sapan,det.
980,9174,qukunchu.,v
10528,18769,lluchk'ayachinkutaq.,v
3867,12089,tihraswan,s
6803,15044,chuchuqataqa,s
12911,21152,k'uspa,adj.
4618,12841,wiñarqun.,v
5191,13423,allqa,adj.
9488,17729,wiksanchikta,s
13771,22012,ch'akichispañaqa,adj.
8327,16568,puchkasqa,adj.
2214,10421,Asnaqkunata,s
2373,10582,waqachkan.,v
12190,20431,nispas,v
9765,18006,kasunchik.,v
10868,19109,mamantaq,s
7689,15930,hap'in.,v
4340,12563,Wasinkuta,s
12018,20259,k'utuykuna.,v
14706,22947,kanman?,v
10982,19223,qaraywa,s
2252,10461,Hatun,adj.
355,8546,aranwaychatam,s
13775,22016,waqaychanku.,v
14131,22372,chaymantataq,adv.
334,8525,aqnutaq,s
4449,12672,Wawa,s
8122,16363,kusisqam,adv.
1650,9855,kasqaykiwan,v
11047,19288,yachachiqkuna.,s
13019,21260,unuqa,s
6564,14805,chayruqa,s
3515,11735,punchawmi,s
12414,20655,kachiyuq,adj.
6899,15140,ruphaywan,s
4727,12951,warmikunaqa.,s
12114,20355,unuyuqta.,s
13069,21310,sirasqata,adv.
6615,14856,Siwara,s
8304,16545,Intiqa,s
9808,18049,kutimun.,v
12980,21221,mana,adv.
4915,13139,qatipaspam,v
2332,10541,ñutqunqa,s
13980,22221,pukúy,s
14745,22986,iskayman,adj.
4556,12779,rinku.,v
13175,18073,imapas,pron.
6184,14425,rikuni.,v
4300,12523,Wasinpi,s
10701,18942,"mikhunataqa,",s
5850,14091,kaqtaqmi,v
2808,11024,puylluta,s
13450,21691,kallpawan,adj.
10671,18912,ninku.,v
12990,21231,unquchin.,v
12071,20312,saphinmantapas.,s
3053,11269,Qillichayqa,v
2518,10733,kan.,v
1209,9406,inti,s
14649,22890,kikinpa,adj.
2775,10990,makiy,s
7018,15259,kallpawan,s
12642,20883,patapi,adv.
8907,13890,paymi,pron.
2395,10604,pampapi,s
6827,15068,kuti,s
3027,11243,hukta,num
8482,16723,hayk'appas,pron.interrog.
14557,22798,q'isanta,s
7619,15860,"haywarina,",v
14452,22693,q'umpu,adj.
6128,14369,Wira,adj.
4376,12599,chaymi,adv.
5448,13684,(sanipas),adj.
3295,11513,quwipa,s
6198,14439,ch'usaq,adj.
13511,21752,huñukun;,v
3087,11303,Sunchu,s
1063,9257,harawita,s
9818,18059,kuyunpunim:,v
8999,17240,hayt'arquspa,v
9834,18075,unu,s
12796,21037,qhariqa,s
14650,22891,phurunmantapas,s
529,8723,wiñanchu.,v
6220,14461,Wawatataq,s
10808,19049,manchakun.,v
8740,16981,kallpachanchik.,v
7379,15620,chirichkanmi;,v
12544,20785,ñawpaqmanta,adv.
10353,18594,kaptin.,v
11998,20239,wiñaykusqa.,v
6624,14865,qatanakunataqa,s
377,8568,Chay,det.
13402,21643,hayk'aqpas,adv.
5399,13635,qucha,s
11751,19992,chaninkunatapas,s
5002,13228,runaqa,s
490,8684,Wawahina,s
3568,11788,sillunqa.,s
15218,23459,pampakuna,s
11324,19565,puna,s
4004,12227,kuchita,s
5560,13800,papatam,s
3598,11818,sayanku.,v
4305,12528,qari,s
7939,16180,nin:,v
6436,14677,Chaninchakuyqa,s
8114,16355,ruru,s
12902,21143,llullu,adj.
4474,12697,Ilumpay,adj.
12565,20806,chaki,s
973,9167,Hakachu,adv.
1747,9952,punkutapas,s
12330,20571,p'akirqukusqa.,v
10150,18391,tiyanakunata,s
14284,22525,puruñapi,adj.
9762,18003,mana,adv.
13519,21760,¿Pitaq,pron.interrog.
7393,15634,unquykuna,s
13986,22227,paqariytaña,adv.
8145,16386,Runaqa,s
10320,18561,anqaswan,s
6453,14694,allillanta,adv.
7272,15513,raymi,s
11,24179,ñuqanchikpas,pron.
5084,13311,ch'uspi,s
11029,19270,masachakun.,v
1168,9364,Mana,adv.
3611,11831,siqsichikun.,v
14582,22823,wayaqachaman,s
3464,11684,rantikunankupaq,v
4954,13180,unquypaqqa,adj.
14857,23098,Allqu,s
5816,14057,"lawata,",s
9405,17646,silluyuqmi.,s
8369,16610,Papil,s
15148,23389,"chayta,",adj.
10387,18628,Warari,s
9545,17786,yuyaywan,s
11014,19255,sutiyanku.,v
4696,12919,saraykita,s
9958,18199,mana,adv.
15039,23280,llamk'apakuq,adj.
2181,10388,charkiyarqun.,v
6492,14733,charapa,s
